dataset,filename,emorin,lleboul,mtorte
ELAN,2020_05_28_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_28_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_28_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_29_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_29_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_29_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_29_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_05_30_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_01_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_01_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_02_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_02_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_02_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_02_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_03_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_03_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_03_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_03_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_04_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_04_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_05_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_05_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_06_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_06_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_07_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_07_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_09_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_09_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_10_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_10_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_10_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_11_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_12_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_13_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_13_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_13_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_13_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_16_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_16_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_16_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_16_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_16_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_17_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_17_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_18_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_18_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_19_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_19_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_19_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_19_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_20_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_20_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_20_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_21_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_21_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_21_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_21_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_23_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_23_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_23_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_23_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_24_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_25_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_26_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_26_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_27_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_27_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_28_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_28_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_28_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_29_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_29_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_29_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_30_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_06_30_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_01_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_02_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_03_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_03_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_04_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_04_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_04_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_04_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_06_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_07_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_07_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_07_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_09_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_09_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_10_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_10_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_10_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_10_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_11_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_11_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_11_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_12_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_12_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_12_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_12_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_12_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_13_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_14_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_15_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_16_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_16_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_16_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_17_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_17_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_18_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_18_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_18_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_19_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_19_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_19_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_19_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_20_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_20_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_20_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_21_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_21_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_21_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_22_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_22_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_22_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_23_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_23_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_23_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_24_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_24_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_25_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_25_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_25_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_25_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_26_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_26_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_26_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_27_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_28_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_29_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_29_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_29_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_30_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_30_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_31_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_31_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_07_31_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_01_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_01_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_03_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_03_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_03_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_04_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_04_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_04_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_04_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_05_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_05_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_05_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_05_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_06_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_06_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_06_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_06_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_07_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_08_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_08_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_08_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_09_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_09_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_09_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_09_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_10_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_10_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_10_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_13_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_14_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_14_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_15_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_16_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_16_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_16_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_16_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_17_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_17_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_18_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_19_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_19_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_19_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_20_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_20_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_20_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_20_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_21_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_22_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_22_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_22_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_22_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_23_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_23_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_23_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_24_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_24_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_25_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_25_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_26_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_26_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_27_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_27_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_08_30_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_02_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_02_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_02_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_03_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_03_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_04_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_06_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_06_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_06_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_06_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_07_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_07_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_07_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_08_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_08_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_08_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_09_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_09_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_09_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_10_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_10_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_10_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_10_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_11_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_11_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_11_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_12_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_12_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_12_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_12_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_13_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_13_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_14_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_14_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_14_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_14_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_14_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_15_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_16_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_16_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_16_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_17_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_17_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_18_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_18_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_18_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_19_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_19_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_19_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_20_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_20_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_21_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_21_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_21_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_21_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_21_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_22_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_22_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_22_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_22_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_23_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_23_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_24_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_24_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_24_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_25_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_26_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_26_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_27_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_27_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_27_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_27_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_28_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_28_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_29_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_30_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_30_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_30_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_09_30_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_01_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_01_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_02_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_02_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_02_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_02_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_02_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_03_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_03_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_03_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_03_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_04_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_04_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_04_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_05_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_05_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
