dataset,filename,bcolon,mdupon
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_41_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_42_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_43_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_44_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_45_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_46_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_47_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_48_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_49_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_50_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_51_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_52_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_53_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_54_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_55_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_56_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_57_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_46.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_58_56.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_06.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_16.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_26.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_36.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T03_59_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_00_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_01_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_02_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_03_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_04_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_05_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_06_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_07_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_08_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_09_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_10_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_11_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_12_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_13_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_14_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_15_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_16_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_17_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_18_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_19_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_20_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_21_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_22_55.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_05.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_15.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_25.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_35.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_45.wav,FINISHED,FINISHED
APOCADO_C2D1_IROISE_07072022 (10_144000),2022_07_07T04_23_55.wav,FINISHED,FINISHED
